,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
4876,4876,314990,6.0,https://landber.com/tin-dang/Ads_01_23830062,"Bán nhà 2MT hẻm Tân Kỳ Tân Quý, DT: 4x12.7m, 2.5 tấm đẹp, 4.85 tỷ","Chủ bán nhà góc 2 mặt tiền trong hẻm 1 sẹc Tân Kỳ Tân Quý gần ngã 3 Lê Trọng Tấn, P.Tân Sơn Nhì, Tân Phú.


- DT: 4 x 12.7m, vuông vức.


- KC: 2.5 tấm đúc kiên cố, hiện đại.

- Vị trí: Nhà hẻm 4m, 200m đến ngã 3 Tân Kỳ Tân Quý và Lê Trọng Tấn.
- Khu dân trí cao, an ninh sạch sẽ, hẻm đẹp, phù hợp để ở và nghỉ ngơi. 

- Tiện ích: Vị trí đẹp gần chợ Trần Văn Ơn, mầm non, trường học, trạm y tế, siêu thị Aeon, Padora Trường Chinh, các ngân hàng cửa hàng lớn,...

- Tuyến đường giao Trường Chinh, Gò Dầu, Trương Vĩnh Ký thông Lũy Bán Bích, Âu Cơ tiện di chuyển các quận nội thành.

- Giá: 4.8 Tỷ TL 

- LH Công ty BĐS Hội Tụ - Địa chỉ: 286 Tân Sơn Nhì, P. Tân Sơn Nhì, Q. Tân Phú. 

- Hotline: 0909 613616 - Ngọc Liên - Web: batdongsanhoitu.com; Page: Bất Động Sản Hội Tụ

** Những căn nhà 4 tỷ tham khảo thêm:
- Hẻm thông Gò Dầu,DT: 4x10m, 2.5 tấm, 4 Tỷ

- Hẻm thông Phùng Chí Kiên P.Tân Quý, 4 x 10m, 3.5 tấm đẹp, 4.4 tỷ.

- Nhà hẻm 6m thông Tân Kỳ Tân Quý, DT: 4x10m, 2 tấm mới, 4.5 tỷ.

- Hẻm 6m Bờ Bao Tân Thắng P.Sơn Kỳ, 4 x 10m, 2.5 tấm, 4.5 tỷ.

- 2MT hẻm Tân Kỳ Tân Quý P.Tân Sơn Nhì, 4 x 13m, 2.5 tấm mới, 4.8 tỷ.",Tân Kỳ Tân Quý,tân sơn nhì,"ngã 3, ngã 3, chợ, mầm non, trường học, trạm y tế, siêu thị, ngân hàng, cửa hàng","ngã ba Lê Trọng Tấn, ngã ba Tân Kỳ Tân Quý, Lê Trọng Tấn, chợ Trần Văn Ơn, siêu thị Aeon  Padora Trường Chinh, Gò Dầu, Trương Vĩnh Ký, Lũy Bán Bích, Âu Cơ","dân trí cao, an ninh, sạch sẽ",,,1.0,1.0,2.0,4800000000,0,2.0,1.0,5,{2},"{4,12.7}",1.0,10.803323648872302,106.630516280585,"(106.630516280585,10.8033236488723)",117495515.046142,,50.0,Ads_01_23830062,1578243600,1578710291.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000004F2DF5605AA85A401705C03C4D9B2540,1.0,2020-04-13 01:00:02.4764,2,7.0,False,2.0,909613616.0,14688e408717c40b9cf468f721af83bb,1.0,,2.0,0.0,10.8012506,106.62337439999999,content,"Số 328 Tân Kỳ Tân Quý, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam","hẻm 3 Tân Kỳ Tân Quý, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 3 Tân Kỳ Tân Quý, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.8012506, 106.6233744]","[10.8012506, 106.6233744, 5.0]",23,10.790108,106.62817700000001,95898000.0
4852,4852,521263,6.0,https://landber.com/tin-dang/Ads_01_24700199,NHÀ TÂN PHÚ GẦN TRUNG TÂM MUA SẮM AEON 1 TRỆT 1 LẦU GIÁ RẺ,"NHÀ TÂN PHÚ ĐƯỜNG HẺM 15 CẦU XÉO 

- 4X8 DIỆN TÍCH 32M2 1 TRÊT 1 LẦU NHƯ TRÊN HÌNH HẺM TRƯỚC NHÀ 2M 

- NHÀ CÒN MỚI ĐẸP CAO THÍCH HỢP GIA ĐÌNH NHỎ Ở 
- DUY CHUYỂN THUẬN TIỆN QUA CÁC QUẬN , NHÀ Ở KHU TRUNG TÂM THƯƠNG MẠI AEON ,BƯỚC CHÂN RA LÀ ĐƯỜNG TÂN KỲ TÂN QUÝ LÀ KHU ĂN UỐNG VUI CHƠI ĐÁNG SỐNG , KẾ KHU ĐÔ THỊ CELADON CITY , DUY CHUYỂN RA SÂN BAY TÂN SƠN NHẤT 2 PHÚT 
- SỔ HỒNG SANG TÊN KO TRANH CHẤP GIÁ RẺ 3TY6 THƯƠNG LƯỢNG BỚT ÍT LỌC CHO KHÁCH THIỆN CHÍ 
LIÊN HỆ 096.1001.878 . ZALO VIBER",Cầu Xéo,tân sơn nhì,"TÂM THƯƠNG MẠI, KHU ĐÔ THỊ","TÂM THƯƠNG MẠI AEON, TÂN KỲ TÂN QUÝ, KHU ĐÔ THỊ CELADON CITY",,,,1.0,1.0,2.0,3600000000,0,3.0,2.0,3,{2},"{0,0}",15,10.799397764164,106.624976336362,"(106.624976336362,10.799397764164)",83850948.70998341,,32.0,Ads_01_24700199,1583514000,1583545269.0,2020-03-07 08:42:02.887435,2.0,3.6,0101000020E6100000C15CBF9CFFA75A40ED28EBA94A992540,1.0,2020-04-13 10:15:01.920678,1,8.0,False,3.0,961001878.0,7e65d876b4a52dead1f6d85e329c328c,1.0,,0.0,0.0,10.7989347,106.6256564,content,"Hẻm 15 Cầu Xéo, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 15 CẦU XÉO, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 15 CẦU XÉO, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7989347, 106.6256564]","[10.7989347, 106.6256564, 3.0]",23,10.790108,106.62817700000001,112181250.0
4618,4618,161612,6.0,https://landber.com/tin-dang/Ads_02_12934759,"Bán nhà hẻm 2m 22 Nguyễn Văn Săng. p.Tân Sơn Nhì. dt 3,1x9,56m. 1 lầu. Giá 3,1 tỷ","Bán nhà hẻm 2m 22 Nguyễn Văn Săng. p.Tân Sơn Nhì. dt 3,1x9,56m. 1 lầu. Giá 3,1 tỷ
Diện tích: 3,1x9,56m
Kết cấu: 1 lầu đúc thật, nhà mới, đẹp, xây kiên cố, chắc chắnVị trí: hẻm 2m 22 Nguyễn Văn Săng. p.Tân Sơn Nhì, gần đường Nguyễn Văn Săng, Tân Sơn Nhì, Diệp Minh Châu, Nguyễn Cửu Đàm, Âu Cơ, Lũy Bán Bích và Trường Chinh, gần Chi Cục Thuế quận Tân Phú, di chuyển nhanh chóng qua quận Tân Bình, nằm trong hẻm nội bộ chỉ có 4 căn nhà, có cổng khóa lại nên rất an toàn và yên tĩnh,...Giấy tờ hợp lệ, sổ hồng chính chủ, giá trị nhà sẽ còn tăng cao.Giá: 3,1 tỷ (thương lượng cho khách thiện chí).LH: Anh Huy 090.137.2225 (hỗ trợ mọi thủ tục mua bán và không thu phí khách).","Nguyễn Văn Săng,Quận Tân Phú,Hồ Chí Minh",tân sơn nhì,,"Nguyễn Văn Săng, Tân Sơn Nhì, Minh Châu, Nguyễn Cửu Đàm, Âu Cơ, Lũy Bán Bích, Trường Chinh, Chi Cục Thuế, Tân Phú, Tân Bình",yên tĩnh,,,1.0,1.0,2.0,3100000000,0,3.0,2.0,3,{2},"{3.1,9.56}",22.0,10.7992822837181,106.63094777674101,"(106.630947776741,10.7992822837181)",98327294.50188573,,30.0,Ads_02_12934759,1573318800,1573981839.0,2020-02-12 08:49:25.145194,3.2,3.7,0101000020E6100000A6A5C87261A85A40C5AE09873B992540,1.0,2020-04-13 10:11:02.047281,6,7.0,False,2.0,901372225.0,3f5d17ae428438d0de399e26537c7d2a,1.0,,2.0,0.0,10.799933900000001,106.63486110000001,title,"Hẻm 22/1 Đường Nguyễn Văn Săng, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 22 Nguyễn Văn Săng, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 22 Nguyễn Văn Săng, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7997697, 106.635483]","[10.7999339, 106.6348611, 3.0]",23,10.790108,106.62817700000001,102993333.33333331
5199,5199,454597,8.0,https://homedy.com/nha-ban-hem-107-hiep-binh-4-x-35m-2-tang-gia-cuc-tot-de-o-es1205121,"Nhà bán hẻm 107 Hiệp Bình, 4 x 35m, 2 tầng giá cực tốt để ở ","Tôi chủ bán gấp căn nhà hẻm 107 Hiệp Bình , P.Hiệp Bình Chánh , Thủ Đức.
DT: 4 x 34,5 = 136m2 công nhận đủ.
Sổ hồng riêng - hoàn công đầy đủ.
Hẻm trước nhà 5m xe hơi vô tư.
Nhà xây 2 lầu 1 phòng khách , 1 phòng bếp , có sân dài đậu 2 xe tải vẫn được , hoặc có thể trồng cây kiểng.
136m2 giá chỉ 7ty3.
Quá rẽ LH ngay : Nhân để biết thông tin chính xác nhất.",Hiệp Bình, hiệp bình chánh,,,,4,,1.0,1.0,2.0,7300000000,0,3.0,3.0,3,{2},"{4,35}",107.0,10.8299545548457,106.72172004579599,"(106.721720045796,10.8299545548457)",49377654.7129582,,140.0,homedy_1205121,1582249689,1582336089.0,2020-02-22 08:49:02.408849,7.9,3.6,0101000020E6100000D86346A930AE5A40F174ACCDEFA82540,1.0,2020-04-13 04:50:02.853217,10,7.0,False,1.0,,375f2da36caf0d9e30dd413f368bf3e7,1.0,,0.0,0.0,10.843609800000001,106.7367551,title,"Hẻm 107 Đường Số 38, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 107 Hiệp Bình, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 107 Hiệp Bình, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8436098, 106.7367551]","[10.8436098, 106.7367551, 3.0]",24,10.854235000000001,106.75043899999999,52033571.42857143
5128,5128,177973,6.0,https://landber.com/tin-dang/Ads_02_12914414,"Tôi cần bán căn nhà 2 lầu mới xây chưa ở, đường Số 2, Trường Thọ, Thủ Đức, ngay chợ đường ô tô","Bán nhà chính chủ 0986 998 578.Cần bán gấp căn nhà hẻm 56 đường Số 2, Trường Thọ, Thủ Đức.Nhà mới xây, ép cọc kiên cố, đã hoàn thiện bao gồm nội thất cơ bản, vô ở được ngay.Diện tích là 56m2 ngang 4m dài 14m.Đường ô tô vô tận cửa, khu dân cư hiện hữu, sầm uất, cách chợ khoảng cách đi bộ.Giá: Thỏa thuận, bao giá tốt nhất khu vực.Liên hệ ngay 0986 998 578 để xem nhà và sổ.","Số 2,Quận Thủ Đức,Hồ Chí Minh",trường thọ,"chợ, chợ",,sầm uất,4 phòng ngủ,,1.0,1.0,2.0,4500000000,0,2.0,1.0,3,{2},"{0,0}",56.0,10.835670430101096,106.753647546442,"(106.753647546442,10.8356704301011)",67834364.39403841,,56.0,Ads_02_12914414,1573146000,1573978188.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000007E2BEBC23BB05A4060099FFEDCAB2540,1.0,2020-04-13 03:22:01.994031,2,7.0,False,2.0,986998578.0,24a6485414329c3d64d427454e46823a,1.0,,2.0,0.0,10.8347815,106.7546813,content,"Đ. số 2 & Hẻm 56, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 56 đường Số 2, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 56 đường Số 2, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8347815, 106.7546813]","[10.8347815, 106.7546813, 3.0]",24,10.854235000000001,106.75043899999999,80266071.42857143
5141,5141,93895,6.0,https://landber.com/tin-dang/Ads_01_23365062,"Bán gấp nhà 52m2 - 2ty480 Võ Văn Ngân, Quận Thủ Đức - SHR + XDTD - DT:0703691507","Bán gấp nhà Võ Văn Ngân, Quận Thủ Đức.

- Diện tích: 52m2.

- Mặt tiền đường 10m, xe hơi vào thoải mái.
- Cơ sở hạ tầng hoàn thiện, điện âm nước máy có sẵn.
- Pháp lý đầy đủ, sổ hồng riêng, hỗ trợ giấy phép xây dựng khi thanh toán 98%.
- Trong vòng bán kính 500m có các tiện ích như: Trường học các cấp, chợ, TTTM Vincom Thủ Đức, UBND...
- Giá thương lượng cho khách có thiện chí.
- Không tiếp cò lái, môi giới.",Võ Văn Ngân,,"Trường học, chợ, TTTM, UBND",TTTM Vincom Thủ Đức,,,,1.0,1.0,2.0,2480000000,0,3.0,1.0,0,{2},"{0,0}",,10.850419637230301,106.764147189552,"(106.764147189552,10.8504196372303)",76640522.32952951,,703691507.0,Ads_01_23365062,1573837200,1574021566.0,2020-02-12 08:49:25.145194,7.9,3.6,0101000020E6100000461D9DC9E7B05A409E8FE3336AB32540,1.0,2020-04-13 03:12:01.891607,10,7.0,True,2.0,703691507.0,96799c67a359153903b0b787facba333,1.0,,1.0,0.0,10.8501,106.7651,title,"216 Võ Văn Ngân, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 480 Võ Văn Ngân, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 480 Võ Văn Ngân, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8501, 106.7651]","[10.8501, 106.7651, 0.0]",24,10.854235000000001,106.75043899999999,3.5170241155120263
5202,5202,603988,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-15-phuong-hiep-binh-phuoc/toi-chu-can-ban-can-goc-2-mat-tien-15-p-ra-ql13-30m-300m2-san-rage-xe-hoi-pr25146390,"TÔI CHỦ CẦN BÁN CĂN GÓC 2 MẶT TIỀN ĐƯỜNG 15, P.HIỆP BÌNH PHƯỚC, RA QL13 30M, 300M2 SÀN, RAGE XE HƠI","- Vị trí: 4/14 đường 15, P.Hiệp Bình Phước, ra QL13 30m, ra chợ, trường học 200m, sau lưng UBND Phường, đường trước nhà 7m vỉa hè 2 bên, xung quanh nhà lầu đã xây kín, khu vực dân trí cao, tiện ích xinh quanh đầy đủ<br/>- Diện tích: 5.1x12 = 61m2 thiết kế lệch tầng 1 trệt + 3 lầu, gồm khoang để xe hơi 25m2 + P.Bếp + P.Khách cách âm, có thể làm phòng karaoke + 4PN + P. Thờ rộng 20m2 + 5WC + Sân phơi, sân thượng. Tổng diện tích sàn 250m2, DTSD 300m2<br/>- Nội thất: tặng tủ bếp, tủ rượu, tủ quần áo, kệ tv riêng từng phòng<br/>- Hướng: 1 mặt tiền hướng Tây, 1 mặt tiền hướng Bắc<br/>- Pháp lý: sổ hồng hoàn công<br/>- Giá: 6.5 tỷ<br/>- Liên hệ chủ nhà:Ms.Nga - 0963053306",15,. hiệp,"chợ, trường học, UBND Phường",QL 13,dân trí cao,6,,1.0,1.0,2.0,6500000000,0,3.0,4.0,2,{2},"{5.1,12}",0.0,10.8412612453285,106.70914726366699,"(106.709147263667,106.709147263667)",163333113.957412,tây,61.0,bdscomvn_25146390,1586628472,1586581803.0,2020-04-11 12:12:03.603806,2.0,3.6,0101000020E6100000F95F34AB62AD5A40E82740CBB9AE2540,1.0,2020-04-11 12:13:00.837987,2,7.0,False,2.0,963053306.0,3297ff6282b4b6e414da61e727ab5a8d,1.0,,0.0,0.0,10.840480900000001,106.7096695,content,"4, 14 Đường Số 15, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","4/14 đường 15, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"đường 15, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8404809, 106.7096695]","[10.8404809, 106.7096695, 2.0]",24,10.854235000000001,106.75043899999999,106222950.81967214
5103,5103,52145,6.0,https://landber.com/tin-dang/Ads_01_19516591,"Bán nhà 1 trệt 1 lầu, DT 67m2, giá 3.55 tỷ nhà hoàn công đầy đủ","Nhà 1 trệt 1 lầu hẻm 256 Quốc Lộ 1K, P. Linh Xuân, Thủ Đức 67m2. 3 phòng ngủ, 2 toilet. Phòng thờ sân thượng. Cách đường Quốc lộ 1K Linh Xuân 20m. Giá bán 3.55 tỷ bao sang tên cho khách hàng.",Quốc lộ 1K,linh xuân,,"Quốc lộ 1, Linh Xuân",,3 phòng ngủ,Hẻm 256,1.0,1.0,2.0,3550000000,0,2.0,2.0,1,{2},"{0,0}",256.0,10.883121871803805,106.770125369859,"(106.770125369859,10.8831218718038)",39211765.9804329,,67.0,Ads_01_19516591,1574442000,1574569323.0,2020-02-12 08:49:25.145194,2.2,3.6,0101000020E61000004B57EBBB49B15A40348FCB8C28C42540,1.0,2020-04-13 00:51:02.670133,1,8.0,False,1.0,,7641a263e6aefd8f4bd658235ebc7415,1.0,,1.0,0.0,10.885525900000001,106.77258789999999,content,"256 Quốc lộ 1K, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","256 Quốc Lộ 1K, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"Đường Quốc Lộ 1K, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8855259, 106.7725879]","[10.8855259, 106.7725879, 1.0]",24,10.854235000000001,106.75043899999999,52832835.82089552
5048,5048,433817,6.0,https://landber.com/tin-dang/Ads_03_4518610,BÁN NHÀ HẺM 98 LINH ĐÔNG CHỈ CÁCH 1 CĂN LA RA MẶT TIỀN ĐƯỜNG LỚN. HẺM THÔNG BUÔN BÁN,"*** CHÍNH CHỦ Cần bán gấp nhà 1 xẹt đường Linh Đông. Chỉ cách 1 căn nhà là ra tới mặt tiền đường Linh Đông. Đường trước nhà cực kỳ rộng và thông ra đường số 17. Có thể kinh doanh buôn bán tại nhà.

- Có khoảng sân đậu xe hơi 7 chỗ và để thêm 7 8 chiếc xe máy vẫn ok. Thích hợp để ở, làm văn phòng công ty hoặc chứa hàng. 

- Diện tích 150m2 có sổ hồng riêng rõ ràng.
- Gồm 3 phòng lớn, 1 phòng thường, 1 phòng kho để chứa đồ, bếp và 6 toilet.
- Nhà còn mới sạch đẹp, chỉ cần dọn vào ở ngay không phải tốn công trang trí.
- Nhà có 2 mặt tiền hẻm, đều đi bằng xe tải, ô tô vào trước nhà ok.
- Nhà thoáng, cao ráo không ngập, đảm bảo vào ở là thích ngay. Khu dân trí cao, dân cư đông đúc văn minh đẹp đẽ, gần trường mầm non Hương Sen.
*** Giá bán chỉ 7,5 tỷ còn thương lượng cho người thiện chí. 
Thông tin liên hệ: Anh Huy",Linh Đông,linh đông,trường mầm non,"số 17, trường mầm non Hương Sen","cao ráo, không ngập, dân trí cao, đông đúc, văn minh, đẹp đẽ",3 phòng ngủ,,1.0,1.0,2.0,7500000000,0,3.0,1.0,3,{2},"{0,0}",98.0,10.8471631670982,106.746080583663,"(106.746080583663,10.8471631670982)",78135761.2514649,,150.0,Ads_03_4518610,1586106000,1581967017.0,2020-02-18 02:17:01.579921,7.5,3.7,0101000020E6100000E9C0C6C8BFAF5A401720E25EBFB12540,1.0,2020-04-13 06:03:01.784296,10,7.0,False,2.0,,20b318fdae5b5ea9b982e2086f4840a5,2.0,,0.0,0.0,10.856404099999999,106.76318870000001,title,"Hẻm 98, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 98 LINH ĐÔNG, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 98 LINH ĐÔNG, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8564041, 106.7631887]","[10.8564041, 106.7631887, 3.0]",24,10.854235000000001,106.75043899999999,49966000.0
5153,5153,625071,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-to-ngoc-van-phuong-linh-tay/can-ban-hem-69-thu-duc-3x11m-1-lau-2pn-2wc-gia-2-ty-750-trieu-pr25176424,Cần Bán Nhà Hẻm 69 Tô Ngọc Vân Phường Linh Tây Thủ Đức 3x11m 1 Lầu 2PN 2WC Giá 2 Tỷ 750 Triệu ,"Cần bán gấp nhà hẻm 69 Tô Ngọc Vân P. Linh Tây Quận Thủ Đức. ( hoặc đi hẻm 78 dương văn cam vô)<br/>Diện tích : 3x11m, nhà có 2 phòng ngủ & 2 Toliet. Nhà đẹp hẻm thông. Cách mặt tiền Tô Ngọc Vân 50m 1 đường thẳng.<br/>Vị trí : Gần kha vạn cân,siêu thị ,trường học,ngân hàng...không ngập nước.<br/>Giá : 2 tỷ 750 triệu ( thuong lượng).<br/>Liên hệ xem nhà - 0915495779<br/>Xin cảm ơn. !",Tô Ngọc Vân,linh tây,"siêu thị, trường học, ngân hàng","dương văn cam, kha vạn cân",không ngập nước,2,,1.0,1.0,2.0,2750000000,0,2.0,1.0,3,{2},"{3,11}",69.0,10.8537344810359,106.751479550387,"(106.751479550387,106.751479550387)",60107291.70836301,tây,30.0,bdscomvn_25176424,1587104786,1587056600.0,2020-04-17 00:04:02.296473,0.0,3.4,0101000020E6100000AF21AF3D18B05A40790897AF1CB52540,1.0,2020-04-17 00:05:00.81644,0,8.0,False,2.0,915495779.0,101622ca768718e453cd456ff27d42dc,1.0,,0.0,0.0,10.8581679,106.744019,title,"69 Đ. Tô Ngọc Vân, Linh Đông, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 69 Tô Ngọc Vân, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 69 Tô Ngọc Vân, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8581679, 106.744019]","[10.8581679, 106.744019, 3.0]",24,10.854235000000001,106.75043899999999,91496666.66666669
5157,5157,589287,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-chi-quoc-phuong-binh-chieu/ban-eu-xe-hoi-tan-pr25045642,"Bán nhà Đường Ngô Chí Quốc Bình Chiểu, xe hơi tận nhà.","Cần bán căn nhà<br/>Nhà 1 Trệt 1 Lầu, hẻm 185 Ngô Chí Quốc, Bình Chiểu, Thủ Đức <br/>- DT: 51,2m2 (4x13m). Hoàn công đầy đủ, diện tích sàn 92m2<br/>- 2 phòng ngủ lớn, 1 phòng thờ.<br/>- Oto để trong nhà, nhà xây ở nên rất chắc chắn kiên cố. Nhà còn mới toanh. Dọn vô ở khi đặt cọc.<br/>- Tặng 01 bộ bàn ghế gỗ xịn phòng khách + phòng ăn trị giá 50 triệu.<br/>- Giá: 3 tỷ 150 triệu<br/>Liên hệ 0326646133",Ngô Chí Quốc,,,,,2,,1.0,1.0,2.0,3150000000,0,2.0,2.0,3,{2},"{4,13}",185.0,10.8867648712713,106.72395644135099,"(106.723956441351,106.723956441351)",52190600.8583173,tây,92.0,bdscomvn_25045642,1586332267,1586282630.0,2020-04-08 01:04:02.24897,2.0,3.6,0101000020E610000047D5654D55AE5A4022B4920B06C62540,1.0,2020-04-08 01:05:00.693416,2,7.0,False,1.0,326646133.0,611398936c5d8f54992c5debfcfc51f9,2.0,,0.0,0.0,10.881688,106.7205548,content,"Hẻm 185 Ngô Chí Quốc, Bình Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 185 Ngô Chí Quốc, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 185 Ngô Chí Quốc, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.881688, 106.7205548]","[10.881688, 106.7205548, 3.0]",24,10.854235000000001,106.75043899999999,34128260.86956522
5174,5174,132792,6.0,https://landber.com/tin-dang/Ads_02_12964346,"Bán nhà đường số 2,Hiệp Bình Phước,Thủ Đức,54m2","Bán nhà hẻm 94 Đường số 2,Hiệp Bình Phước,Thủ Đức.- Nhà 3 tầng + Sân thượng gồm 4 phòng ngủ, 4 phòng vệ sinh.- Diện tích: Dài 13,62m, rộng 4m. Hướng: Đông Bắc.- Gần Coopmart Bình Triệu, Chợ, Trường Đh Luật., trường học...Giá: 4,85 tỷ","Số 2,Quận Thủ Đức,Hồ Chí Minh",hiệp bình phước,"Chợ, Trường, trường học","Coopmart Bình Triệu, Trường Đh Luật",,"4 phòng ngủ, 4 phòng vệ sinh",,1.0,1.0,2.0,4850000000,0,2.0,3.5,3,{2},"{0,0}",94.0,10.838133183905,106.717804883325,"(106.717804883325,10.838133183905)",63613689.5707011,đông - bắc,544.0,Ads_02_12964346,1573578000,1573995448.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000A2B2E483F0AD5A40EA20EDCA1FAD2540,1.0,2020-04-13 12:24:02.079784,2,7.0,False,1.0,,f80a678319f01b07165e7034d99aca05,2.0,,2.0,0.0,10.8475767,106.75407630000001,content,"Hẻm 94, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam","hẻm 94 Đường số 2, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 94 Đường số 2, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8475767, 106.7540763]","[10.8475767, 106.7540763, 3.0]",24,10.854235000000001,106.75043899999999,8882628.676470589
5111,5111,86180,6.0,https://landber.com/tin-dang/Ads_01_23480905,BÁN NHÀ ĐƯỜNG SỐ 11 LINH CHIỂU QUẬN THỦ ĐỨC LH: 0968.111.039,"QUẬN THỦ ĐỨC: BÁN NHÀ LINH CHIỂU QUẬN THỦ ĐỨC -3,5tỷ LH:0968.111.039

- Đ/c: Đường số 11, P.Linh Chiểu , Q.TĐ

- Diện Tích: 65,4m2 
- Hiện trạng nhà cấp 4, HXH,
- Giá: 3,5 tỷ thương lượng
- Hotline: 0908.133.447 (Mr Đức) hoặc 0968.111.039 hoặc kết bạn zalo/facbook mình gửi thông tin.
-MỘT CHỮ TÍN VẠN NIỀM TIN !(TPN.16.124.03.50)",LINH CHIỂU,linh chiểu,,,,,,1.0,1.0,2.0,3500000000,0,2.0,1.0,6,{2},"{0,0}",11.0,10.854361527197002,106.76221982875799,"(106.762219828758,10.854361527197)",60465053.12868821,,65.4,Ads_01_23480905,1573837200,1574025072.0,2020-02-12 08:49:25.145194,7.8,3.6,0101000020E61000001438AD35C8B05A40378BC4DF6EB52540,1.0,2020-04-13 02:53:02.181184,10,7.0,False,3.0,968111039.0,57d187a247805362658ad125db785e35,1.0,,2.0,0.0,10.8429608,106.7816629,title,"Hẻm 11, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Vietnam","hẻm 11 LINH CHIỂU, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Quận Thủ Đức,"hẻm 11 LINH CHIỂU, Quận Thủ Đức, Hồ Chí Minh, Việt Nam","[10.8429608, 106.7816629]","[10.8429608, 106.7816629, 6.0]",24,10.854235000000001,106.75043899999999,53438837.92048929
